0.000000000000000000e+00 7.116735302628457438e-02 -1.824713002129234318e-02 -3.168193139012766280e-02 4.201199226293432856e-03 -1.021598412946897677e-03 -6.417960074179054723e-03 8.393972782287546786e-03 2.561798553638916943e-03 9.890227037346238431e-05
1.000000000000000056e-01 -3.213418087198967599e-01 -6.972585427524077839e-02 -1.948756119986053137e-02 -2.760263891970343719e-02 -1.345179719835582627e-02 -1.497711791983306895e-02 -1.083858831818550542e-02 -9.940374486231758067e-03 -9.287837582910501294e-03
2.000000000000000111e-01 -1.537932794734663544e-01 1.209764827434126749e-03 -4.845275862020910485e-02 -4.248039173513201705e-02 -2.956341213763555298e-02 -1.691721206832996760e-02 -1.373690077286955288e-02 -1.608965885576546517e-02 -1.499572897727693803e-02
3.000000000000000444e-01 5.437650340095120244e-02 5.472103817716788415e-02 -5.884379424006488252e-03 -2.969639448290801315e-02 -1.050504919132662536e-02 -2.315397883196028406e-02 -2.458171147265925463e-02 -1.604620764197310992e-02 -1.888328299646976557e-02
4.000000000000000222e-01 1.383701661143248995e-01 -5.719883402806313910e-02 -5.710870372582969867e-02 -9.602475444935868604e-03 -1.532073631179144829e-02 -2.583986469296600114e-02 -2.222897780387418643e-02 -1.948540241628245531e-02 -2.236636607568219873e-02
5.000000000000000000e-01 -1.990737222500074122e-01 -1.211373313539328145e-03 -6.000496860464417381e-02 -1.377212968190245218e-02 -1.581323776852105317e-02 -3.320807733691014119e-02 -2.036837477047032108e-02 -1.609990360033363571e-02 -2.294888022851520812e-02
6.000000000000000888e-01 1.139492359306760738e-01 -1.059721959397774693e-01 -4.373636686128939965e-02 -2.009486800936703677e-02 -3.783575223286193834e-02 -1.460571140787136034e-02 -1.698995605059360967e-02 -1.757498697411117097e-02 -1.735965743052966456e-02
7.000000000000000666e-01 2.835670259826893885e-02 -1.473355064966040337e-03 2.730667592318131859e-02 -1.696272962236394441e-02 -1.147378388343948778e-02 -1.665710339199791279e-02 -9.862597742730856709e-03 -1.047813501882330009e-02 -1.040888883617084246e-02
8.000000000000000444e-01 1.298780292226386357e-01 -8.630808290561223228e-02 2.626242262115509665e-02 -3.741623226066225980e-03 1.992686607564997728e-02 -2.014902034863469589e-03 1.439642771394985740e-03 -4.785348451868899101e-03 -4.054232153570788526e-03
9.000000000000000222e-01 -5.090243017645154633e-02 7.803973204982874064e-03 3.813981492697977177e-02 -6.894621857798153772e-03 2.326010660793718932e-02 4.390970705066856578e-03 5.651291649740599124e-03 2.334280662766861133e-03 5.524035170253510998e-03
1.000000000000000000e+00 9.192424417944353165e-02 3.630322322886248010e-02 -2.592247224274372291e-03 8.250928775301182017e-03 1.427324202970836793e-02 2.293090889825608394e-02 1.729490606673602868e-02 1.530318681375593924e-02 1.526306645198056630e-02
1.100000000000000089e+00 -2.786860669510857202e-01 -9.682192023591669472e-03 2.969375226837161347e-02 1.172126329275754997e-02 1.301325668436523891e-02 3.446956782755750820e-02 2.913727901064638165e-02 2.883586230749246235e-02 2.730593224008502282e-02
1.200000000000000178e+00 1.469664718741359732e-01 4.521347732742292402e-05 3.866117627005858509e-02 4.358000838482453676e-02 4.476069475738334719e-02 4.517396175012735465e-02 4.258109021636168751e-02 4.290528721840671661e-02 4.170126235511064511e-02
1.300000000000000044e+00 1.197893536661795433e-01 2.321330517731348686e-02 2.974901796529303907e-02 6.895855956959165423e-02 7.404608026982750779e-02 4.749321073670238064e-02 5.305738885250600029e-02 5.459480552711371004e-02 5.460673705655719190e-02
1.400000000000000133e+00 -4.797065185626044059e-02 4.032136643017137506e-02 5.053272104470655363e-02 7.339842924958842052e-02 7.991819751872204780e-02 7.584182418362471478e-02 7.579989153012854641e-02 7.191009995361061224e-02 7.167403229431705547e-02
1.500000000000000000e+00 1.596249888811205886e-01 1.432958441633947755e-01 1.060317368287515966e-01 1.050890230117356716e-01 8.882090230832852262e-02 7.445888376659463848e-02 8.278827840524750903e-02 8.528954520385778615e-02 8.591755430287315032e-02
1.600000000000000089e+00 2.866972278205539570e-01 6.253827057174719817e-02 7.707578921226151958e-02 8.018753666587588591e-02 1.160826138041326089e-01 1.078202441224419272e-01 1.020920010778083031e-01 9.791560303975503643e-02 1.033459734848836131e-01
1.700000000000000178e+00 6.168966101390162271e-02 1.423033472978476599e-01 9.575840893473845650e-02 8.034793740776638438e-02 1.192387885021638783e-01 1.121465699355531642e-01 1.177614743550304544e-01 1.182311080963422967e-01 1.175292625075855385e-01
1.800000000000000044e+00 6.920977423516802562e-02 1.124610900148870773e-01 1.469078921102007496e-01 1.470162704447068036e-01 1.517611674158473034e-01 1.333610412937702439e-01 1.357070879511532158e-01 1.321151499222033010e-01 1.317627928668168857e-01
1.900000000000000133e+00 1.730570728685668358e-01 8.866745049996421768e-02 1.136139813440558977e-01 1.330120557361050837e-01 1.435131393698524105e-01 1.448584851898804537e-01 1.551099321932755681e-01 1.463710385965115990e-01 1.463252647472954859e-01
2.000000000000000000e+00 9.508498810525116418e-02 1.714312061788275665e-01 1.771072385864339016e-01 1.455502470487827216e-01 1.643243461296267083e-01 1.747770324763031347e-01 1.551667944196059024e-01 1.609145196397317179e-01 1.612655855852737630e-01
2.100000000000000089e+00 3.457826322182765422e-01 1.105772768618719648e-01 1.785850381962293121e-01 1.751276281557350434e-01 1.621933832120561469e-01 1.801465326823959712e-01 1.737134039137340491e-01 1.748347300340622190e-01 1.711122270650426713e-01
2.200000000000000178e+00 1.212429812685848624e-01 1.988758615355708803e-01 2.131985225157734254e-01 2.013691596770834091e-01 1.817197181480285639e-01 1.893096072750370673e-01 1.860003530672926786e-01 1.819470303975629366e-01 1.838919115701390661e-01
2.300000000000000266e+00 2.421252885115716680e-01 1.523473768358240554e-01 1.553368353223137932e-01 2.190037585052128366e-01 2.039066645640535691e-01 2.008099397670142505e-01 1.967916631088388324e-01 1.904620117178771610e-01 1.951575216706928073e-01
2.400000000000000355e+00 3.596576755662442282e-02 2.776094718860985244e-01 2.390340496177126572e-01 2.063858096157644983e-01 2.206681796289453046e-01 2.000933442967788856e-01 1.956273723371916295e-01 2.005889236386204366e-01 2.016987803562315662e-01
2.500000000000000000e+00 1.410284186363052750e-01 2.198512975675992465e-01 1.797731983559133773e-01 2.130313936190495194e-01 2.072213686888400852e-01 2.024584291597981978e-01 2.068588543901945243e-01 2.082971193688682443e-01 2.053163590634074220e-01
2.600000000000000089e+00 2.508304129589050691e-02 2.597911405098908277e-01 2.591192305928622375e-01 1.850202957826602435e-01 2.316880258408998139e-01 2.079896871220963672e-01 2.096436146046019300e-01 2.102142677209551114e-01 2.069067068324869085e-01
